Obverse,Reverse,tag
178.junct连接，连结,"junction      [junct连接，-ion名词后缀]连接，接合，接合点
There's a bridge at the junction of the two rivers. 两河的汇合处有座桥。
juncture      [junct连接，-ure名词后缀]接合，接合点，交界处
conjunct     [con-共同，junct连接]连接的，联合的，结合的
conjunction   [见上，-ion名词后缀]连接，联合，结合，(事件的)同时发生，连接词
conjunctive   [见上，-ive…的]连接的，联合的
disjunct      [dis-不，junct连接]不连接的，断离的
disjunction   [见上，-ion名词后缀]分离，分裂，折断
disjunctive   [见上，-ive…的]分离的，分离性的
adjunct      [ad-表示to，junct连接，’连接在他物之上”]附属物，附属品，附加语，修饰语，附属的
adjunctive    [见上，-ive…的]附属的，附加语的
adjunction    [见上，-ion名词后缀]附加，添加
",root
179.later边,"unilateral     [uni单独，later边，-al…的]一边的，单边的，一方的，片面的，单方面的
bilateral       [bi-双，见上]双边的，两边的
trilateral       [tri-三，见上]三边的
quadrilateral   [quadric-四，见上]四边的，四边形的，四方面的
multilateral    [multi-多，见上]多边的，涉及多方面的
equilateral    [equi-等，见上]等边的
laterad        [later边，侧，-ad副词后缀，表示向…]向侧面地
lateral        [later边，-al…的]旁边的，侧面的
laterality      [later边，侧，-ality名词后缀]偏重一侧，对一个侧面的偏重
",root
180.leg①读,"legible        [leg读， -ible可…的]可读的，易读的
legibility      [见上，-ibility可…性]可读性，易读
illegible       [il-不，legible可读的]不可读的，难读的，难以辨认的
illegibility      [见上]难读，难读性
legend       [leg读，-end名词后缀;’读物”]传奇，小说，传奇文学
legendary     [见上，-ary形容词后缀，…的]传奇(中)的，传说(中)的，传奇似的
legendry     [见上，-ry名词后缀]传奇，传说
",root
181.leg②，legis法,"legal         [leg法，-al…的]法律上的，合法的
legality       [legal合法的，-ity名词后缀]合法性，法律性
legalize       [legal合法的，-ize…化]使合法化
legalization    [见上，-ization名词后缀]合法化
legalist        [legal法律的，-ist表示人]法律学家，条文主义者
legalese      [legal法律上的，-ese表示语言]高深莫测的法律用语
legalism      [legal法律的，-ism主义]条文主义，墨守法规
extralegal     [extra-外]法律权力以外的
illegal         [il-不，非，legal合法的]不合法的，非法的
illegalize       [见上，-ize使…]使非法，宣布…为非法
privilege      [priv=private个人的，私有的，-i-，leg法;’个人的法”，’私有的法”→特殊的法]特权
privileged     [见上，-ed形容词后缀，有…的]有特权的
legislate       [legis法，late持，拿;’the carrying(hence passing)of a law or of laws”]立法
legislative     [见上，-ive…的]立法的
legislator      [见上，-or者]立法者，立法机关的成员
legislature     [见上，-ure名词后缀]立法机关
",root
182.luc光,"lucent        [luc光，-ent形容词后缀]发亮的，透明的
lucency       [luc光，-ency名词后缀]发亮，透明
lucid         [luc光，-id形容词后缀]透明的，[诗]光辉的，明亮的
lucidity       [见上，-ity名词后缀]明白，透明，光明
elucidate     [e-使…，lucid明白，-ate动词后缀;’使明白”]阐明，解释
elucidation    [见上，-ation名词后缀]阐明，解释
elucidative    [见上，-ative…的]阐明的，解释的
noctiluca      [nocti夜，luc光，-a名词后缀]夜光虫
noctilucent    [nocti夜，luc光，-ent…的]夜间发光的
translucent    [trans-穿过，luc光，-ent…的;’光线能透过的”]半透明的
translucence   [见上，-ence名词后缀]半透明(性)
lucifugous     [luc光，-i-，fug逃避，-ous…的]避光的
",root
183.lumin光,"luminary      [lumin光，-ary表示人或物]发光体，杰出人物
luminesce     [lumin光，-esce动词后缀]发光
luminescent   [lumin光，-escent形容词后缀]发光的
luminiferous   [lumin光，-i-，fer带有，产生，-ous…的]有光的，发光的
luminous      [lumin光，-ous…的]发光的，发亮的
luminosity     [lumin光，-osity名词后缀]光明，光辉
illuminate      [il-加强意义，lumin光，-ate动词后缀]照亮，照明，阐明，使明白
illumination    [见上，-ation名词后缀]照亮，照明，阐明，解释
illuminator     [见上，-ator表示人或物]发光器，照明装置，启发器
illuminatant    [见上，-ant名词兼形容词后缀]发光物;发光的，照明的
illuminable    [见上，-able可…的]可被照明的
relumine      [re-再，lumeni光→照]重新点燃，使重新照亮
",root
184.magn(i)大,"magnanimous   [magn大，anim心神→气度，器量，-ous…的]大度的，宽宏大量的
magnanimity    [见上，-ity名词后缀]大度，宽宏大量
magnify        [magni大，-fy使…]放大，扩大
magnifiable     [见上，-able可…的]可放大的
magnification   [见上，-fication名词后缀]放大，放大率
magnifier       [见上，-er者]放大者，放大器，放大镜
magniloquent   [magni大，loqu言，-ent…的]夸口的，夸张的，华而不实的
magnitude      [magn大，-itude名词后缀]巨大，广大
magnific       [magni大，-fic形容词后缀，…的]宏大的，壮丽的
magnificent     [见上，-ent…的]壮丽的，宏伟的
magnifico      [见上，-o名词后缀，表示人;’大人物”]高官，贵人
",root
185.matr(i)，metro母,"matriarch      [matri母→女性，arch首脑，长]女族长，女家长
matriarchy     [见上，-y名词后缀]女族长制，母权制，母系氏族制
matrimony     [matri母→婚姻，-mony名词后缀]婚姻，结婚
matrimonial    [见上，-al…的]婚姻的，结婚的
matron        [matr母，-on名词后缀]主妇，老妇
matronage     [见上，-age名词后缀]主妇的身份或职务
metropolis     [metra母，polis城市;’母城”→首城，最大的城]大城市，主要城市，大都会，首府
metropolitan    [见上，-an…的]主要城市的，大城市的，大都会的
metropolitanize   [见上，-ize…化]使大都会化
maternal       [mater=matr母，-n-，-al…的]母亲的，母性的
maternity      [见上，-ity名词后缀]母性，母道，产科医院;[转为形容词]产妇的，孕妇的
",root
186.mega大,"megaphone   [mega大，扩大，phon声音]扩音器，喇叭筒，喊话筒
megalith      [mega大，lith石]巨石，大石块
megalithic    [见上，-ic…的]巨石的，巨石制的
megacephalous [mega大，cephal头，-ous…的]大头的
megapod     [mega大，pod足]大脚的
megascope   [mega大，scop镜]大显微镜，粗视显微镜
megascopic   [mega大，scop镜，-ic…的]肉眼可见的，放大了的
",root
187.mens测量,"immense     [im-不，无，mens测量;’无法测量”其大小的，’不能测量”的]广大无边的，巨大的，无限的
immensity    [见上，-ity名词后缀]广大，巨大，无限
dimension    [di-=dia-贯穿，透，遍及，mens测量，-ion名词后缀;’量遍”，’长，宽，高者测量”]尺寸，尺度，大小
dimensional  [见上，-al…的]有尺寸的，有尺度的，可量的
mensurable  [mens测量，-able可…的]可测量的
mensuration  [见上，-ation名词后缀]测量，测定，量法
mensural     [见上，-al…的]关于测量的，关于度量的
commensurate  [con-共同，相同，mens测量，-ate…的]同量的，等量的，同大小的，相称的
commensuration [见上，-ation名词后缀]等量，同量，相称
",root
188.ment心，神，智，思，意,"mental         [ment心，智，精神，-al…的]智力的，精神的，思想的，内心的
mentality       [见上，-ity名词后缀]智力，精神，思想
mentalism     [见上，-ism主义，论]精神论，心灵主义
mentatist       [见上，-ist者]精神论者，心灵主义者
mentation      [ment心→心理，-ation名词后缀]心理活动，思想
dement        [de-除去，ment智，理智;’除去理智”]使发狂
dementation    [见上，-ation名词后缀]精神错乱，疯狂
demented      [见上，-ed…的]失去理智的，发狂的
dementia       [见上，-ia表示疾病名称]痴呆，智力衰失
mention       [ment意识→注意;’使注意”，’使意识到”→提到，提及]说起，提到，论及
mentionable    [见上，-able可…的]可提到的，可论及的
mentioner      [见上，-er者]提到者，陈述者
mentor        [ment意识→注意，-or者;’提醒者”，’使注意者”→劝告者]良师，益友
amentia        [a-无，缺乏，ment智，智力，-ia名词后缀，表示疾病;’缺乏智力”](医学)智力缺陷
ament         [见上]智力有缺陷者，精神错乱者
",root
189.min伸出，突出,"prominent      [pro-向前，min突出，-ent…的]突出的，显著的，杰出的，卓越的，著名的
prominence    [见上，-ence名词后缀]突出，显著，杰出，卓越，声望
eminent       [e-出，外，min突出，-ent…的]杰出的，突出的，著名的
eminence      [见上，-ence名词后缀]杰出，卓越，著名
supereminent  [super-超，非常，eminent突出的]非常突出的，十分卓越的
preeminent    [pre-前，eminent突出的;’突出于众人之前的”]卓越的，杰出的
preeminence   [见上，-ence名词后缀]卓越，杰出
imminent      [im-加强意义，min突出，-ent…的;’突出的”→异乎寻常的→非常的]急迫的，危急的，迫近的
imminence    [见上，-ence名词后缀]急迫，危急，迫近的危险
",root
190.misc混合，混杂,"miscellaneous  [misc混杂，-aneous形容词后缀，…的]混杂的，混合的，杂项的，各种各样杂在一起的
miscellany     [见上]混杂，杂物，杂集，杂录
miscellanist    [见上，-ist者]杂集作者，杂文家
miscible       [misc混杂，混合，-ible可…的]可混合的，易混合的
miscibility      [misc混杂，混合，-ibility名词后缀]可混合
immiscible     [im-不，见上]不能混合的
immiscibility    [见上，-ibility名词后缀]不能混合，难融合性
promiscuous    [pro-加强意义，misc混杂，-uous…的]混杂的，杂乱的
promiscuity     [见上，-ity名词后缀]混杂(性)，杂乱
miscegenation   [misc混杂，-e-，gen生殖→种族，-ation名词后缀]人种混杂，混血
",root
191.mis(o)恨，厌恶,"misanthropy    [mis厌恶，anthrop人类，-y名词后缀]厌恶人类，厌世，愤世嫉俗
misanthropist   [见上，-ist]厌恶人类者，厌世者
misanthropic    [见上，-ic…的]厌恶人类的，厌世的
misanthropize   [见上，-ize动词后缀]厌感人类，厌世
misogamy      [miso厌恶，gam结婚，-y名词后缀]厌婚症
misogamist     [见上，-ist者]厌恶结婚者
misogyny       [miso厌恶，gyn女，-y名词后缀;’厌恶女人”]厌女症
misogynic      [见上，-ic…的]厌恶女人的
misogynist      [见上，-ist者]厌恶女人者
misoneism      [miso厌恶，ne=neo新，-ism主义]厌新，守旧主义
misoneist       [见上，-ist者]厌新者，守旧者
",root
192.mon①告诫，提醒,"monument      [mon告诫，提醒→不要忘记→记住→纪念，-u-，-ment名词后缀，表示物;’纪念之物”]纪念碑，纪念像，纪念物
monitor         [mon告诫，-itor名词后缀，表示人;’告诫者”，’劝告者”](学校的)班长，级长，监督睡，提醒者，告诫者
monitorial      [见上，-ial…的]班长的，级长的，监督生的
monitory       [见上，-ory…的]告诫的，警告
monitress      [见上，-ess表示女性]女班长，女级长，女告诫者
monition       [见上，-ition名词后缀]告诫，警告，忠告
admonish      [ad-加强意义，mon告诫，-ish动词后缀]告诫，劝告，忠告
admonishment  [见上，-ment名词后缀]告诫，劝告
admonition     [见上，-ition名词后缀]告诫，劝告
premonitor     [pre-先，前，mon告诫，-itor者]预先警告者(或告诫者)
premonition    [见上，-ition名词后缀]预先的警告(或告诫)
",root
193.mon②单独，一个,"monk          [mon单独，孤独→孤身一人，独身者，过孤独生活者]僧侣，修道士，出家人
monkish       [见上，-ish(似)…的]僧侣(似)的，修道士(似)的
monkhood     [见上，-hood表示身份，情况]僧侣(或修道士)的身份，修道生活，僧侣生活
monkdom      [见上，-dom表示领域，…界]僧侣社会，僧侣界
monkery       [见上，-ery表示地方，场所]修道院，寺院
monastery     [monast=monk僧侣，-ery表示地方，场所]修道院，寺院，庙宇
monasterial    [见上，-al…的]修道院的，寺院的
monastic      [见上，-ic…的]僧侣，修道的，修生活的，修道院的
monasticism   [见上，-ism表示情况，状态，制度]修道生活，禁欲生活，寺院制度
monism       [mon单一，-ism…论]一元论
monist        [见上，-ist…者]一元论者
monistical     [见上，-ical…的]一元论者
",root
194.mur墙,"mural         [mur墙壁，-al形容词及名词后缀]墙壁的，墙壁上的;壁画
muralist       [mural壁画，-ist人]壁画家，壁画师
mure         [mur墙;’用墙围起来”]监禁，禁锢
immure       [im-内，入内，mur墙;’置于墙内”]监禁，禁闭
immurement   [见上，-ment名词后缀]监禁，禁闭
extramural     [extra-外，mur墙，-al…的]墙外的，城外的，大学之墙以外的
intermural      [inter-中间，mur墙，-al…的]壁间的，墙间的
intramural      [intra-内，mur墙，-al…的;’墙内的”]内部的，(国家，城市，团体等)自己范围内的
photomural    [photo照片，mural壁画]壁画式照片，大幅照片
",root
195.mut变换,"mutable       [mut变换，-able可…的]可变的，易变的，不定的
immutable     [im-不，见上]不可改变的，永远不变的
mutant        [mut变，-ant…的]变异的，变异所引起的
mutation       [mut变，-ation名词后缀]变化，变异，更换，转变
intermutation   [inter-互相，mutation变换]互换，交换，交替
mutual        [mut变换→交换→互相之间，-ual…的]互相的，彼此的
mutuality      [见上，ity名词后缀]相互关系
mutualize     [见上，-ize动词后缀，使…]使相互之间发生关系，使成共有
commute      [com-共同，mut交换]变换，用…交换
commutable   [见上，-able可…的]可以交换的，可以变换的
commutability  [见上，-ability可…性]可交换性，可变换性
commutate    [见上，-ate动词后缀]变换(电流的)方向，变交流电为直流电
commutator    [见上，-ator表示物]转换器，交换机，整流器
commutation   [见上，-ation名词后缀]交换，代偿，[电]转换，变换，转向，整流
incommutable  [in-不，见上]不能变换的，不能交换的
permute       [per-加强意义，mut变]变更，交换
permutation    [见上，-ation名词后缀]变更，交换
transmute      [trans-转，mut变](使)变形，(使)变质
transmutable   [见上，-able可…的]可变形的，可变质的，可变的
transmutation   [见上，-ation名词后缀]变形，变质，演变，衍变
",root
196.nat诞生,"natal           [nat诞生，-al…的]诞生的，出生的，诞生时的
natality        [见上，-ity名词后缀]出生率
antenatal      [ante-前，nat出生，-al…的]出生以前的
prenatal       [pre-前，nat出生，-al…的]出生以前的
postnatal      [post-后，nat出生，-al…的]出生以后的
connate       [con-共同，nat生]同生的，同族的
neonate       [neo-新，nat诞生;’新出生的婴儿”]出生不满一个月的婴儿
nation        [nat生，-ion名词后缀;生，诞生，生长→血统的联系，种族]民族，国家
native        [nat出生，-ive名词兼形容词后缀]天生的，土生的，出生地的，出生的;本地人，土人
nativity        [见上，-ity名词后缀]出生，诞生
nature        [nat生，-ure名词后缀;’天生”天然→自然]天然，自然，天性，本性
natural        [见上，-al…的]天然的，自然的，生来的，自然界的
unnatural      [un-不，见上]不自然的
",root
197.nav船,"navy          [nav船→船队→舰队，-y名词后缀]海军
naval         [nav船→军舰，-al…的]船的，军舰的，海军的
navicular      [nav船，-icular…的]船形的，舟状的
navigate      [nav船，ig=ag动，-ate动词后缀]航行，航空
navigable     [见上，-able可…的]可航行的，可通航的
navigation     [见上，-ation名词后缀]航行，航海，航空
astronavigation [astro星→星空，宇宙，navigation航行]宇宙航行
circumnavigate  [circum-周围，环绕，navigate航行]环航(世界)，环球航行
circumnavigation [见上，-ation名词后缀]环球航行
circumnavigator  [见上，-ator者]环球航行者
",root
198.nect，mex结，系,"connect         [con-共同，一起，nect结，系;’结在一起”]连结，连接，把…联系起来
connector       [见上，-or表示人或物]连接者，连接物
connection      [见上，-ion名词后缀]联系，连接
connective      [见上，-ive…的]连结的，连接的
connected      [见上，-ed…的]连结的，连接的，关联的
unconnected    [un-不]不连接的，分离的
disconnect      [dis-不，’不连接”]拆开，分离，撕开
disconnection   [见上，-ion名词后缀]分离，分开
annex          [an-表示to，nex结;’连结在一起”，’结合起来”]合并，并吞，兼并(领土等)，附加
annexation      [见上，-ation名词后缀]合并，并吞，附加，并吞物，附加物
annexement     [见上，-ment表示物]并吞物，附加物
reannex        [re-再，annex合并]再合并
",root
199.negr，nigr黑,"Negro          [negr黑，-o名词后缀，表示人]黑人
Negress        [negr黑，-ess表示女性]女黑人
negrodom      [negro黑，-dom抽象名词后缀]黑人社会，黑人全体
negroid        [见上，-oid似…的]似黑人的
negroism       [见上，-ism表示风格，风俗]黑人的习俗
negroite        [见上，-ite名词后缀，表示人]同情黑人的人，偏袒黑人者
negrolet        [见上，-let表示小]小黑人
negrophile      [见上，phil爱，喜欢]同黑人友好的人，关心黑人利益的人
negrophobia    [见上，phob怕，厌恶，-ia名词后缀]厌恶黑人，对男人的畏惧
negrophobe     [见上]畏惧黑人的人，厌恶黑人的人
Negritice        [negr黑，黑人，-itic形容词后缀，…的](像)黑人的
nigrify           [nigr黑，-i-，-fy动词后缀，使…]使变黑
nigrification      [nigr黑，-i-，-fication名词后缀]使成黑色，黑色化
nigritude        [nigr黑，-itude名词后缀]黑色，黑色物
nigrescence     [nigr黑，-escence名词后缀，表示逐渐成为…状态]变黑，(发.肤等)黑色
nigrescent       [nigr黑，-escent形容词后缀，.表示成为…的]发黑的，变黑的，带黑的
denigrate        [de-使成为…，nigr黑，-ate动词后缀]使黑，抹黑，贬低，底毁
denigrator       [见上，-ator表示人或物]涂黑者，涂黑物，贬低者，底毁者
",root
200.nihil无,"annihilate       [an-加强意义，nihil无，不存在→消亡，-ate动词后缀，使...;’使消亡”]消灭，歼灭
annihilator       [见上，-ator者]消灭者
annihilation     [见上，-ation名词后缀]消灭，歼灭
nihilism         [nihil无→虚无，ism主义]虚无主义
nihilist          [见上，-ist者]虚无主义者
nihilistic        [见上，-istic…的]虚无主义的
nihility          [见上，-ity名词后缀]无虚无，毫无价值的事物
",root
201.noc，nox伤害,"innocent        [in-不，无，noc伤害，-ent…的;’incapable of doing harm”→guiltless，”不会做出伤害之事”]无罪的，清白的，天真的，无害的
innocence      [见上-ence名词后缀]无罪，清白，天真，无害
nocent         [noc伤害，-ent…的]有害的，有毒的，加害的，有罪的
nocuous       [noc伤害，-uous形容词后缀，…的]有害的，有毒的
",root
202.noct(i)夜,"night=no light(n象形否定no)
nocturnal，（noct=night,al是形容词后缀）夜的；夜间发生的；夜间活动的
nocturnality    夜间活动性
nocturn 夜祷, 夜礼拜, 夜曲, 夜景画, 梦幻曲=nocturne(常由钢琴演奏的）夜曲, 夜景画
noctilucent      a      夜间发光的（nocti+luc光+ent→夜晚发光的）
noctambulate  a      梦游的（moct+ambul走+ate→夜间走路→梦游）
pernoctation    n     整夜不归（不眠）（per整个+noct+ation→整夜不归等）
nocturnal a      夜间（活动）的（noct+urnal表形容词，如：diurnal白天的）
",root
203norm规范，正规，正常,"normal         [norm正规，-al…的]正规的，正常的
normality       [见上，-ity名词后缀]正规状态，正常状态
normalize       [见上，-ize…化]正常化，使正常化
normalization    [见上，-ization名词后缀…化]正常化，使正常化
abnormal       [ab-离开，normal正常的]反常的，变态的，不规则的
abnormality     [见上，-ity名词后缀]反常，变态，不规则
abnormalist      [见上，-ist人]不正常的人，畸形人
abnormity       [见上，-ity名词后缀]异常，畸形
enormous       [e-外，出，norm正常，-ous…的;’超出正常之外的”]巨大的，庞大的
enormity        [见上，-ity名词后缀]巨大，庞大
subnormal      [sub-低，下，normal正规的，正常的]低于正常的
subnormality    [见上，-ity名词后缀]低于正常状态
supernormal     [super-超过，normal正常的]超常态的，在一般以上的
",root
204.nutri营养,"nutriology       [nutri营养，-o-，连接字母，-logy学]营养学
nutrient         [nutri营养，-ent形容词兼名词后缀]有营养的;营养品
nutriment        [nutri营养，-ment名词后缀，表示物]营养品
nutrimental      [见上，-al…的]有营养的，滋养的
nutrition         [nutri营养，-tion名词后缀]营养， 滋养(物)
nutritional        [见上，-al…的]有营养的，滋养的
nutritious        [nutri营养，-tious…的]有营养的，滋养的
nutritive         [见上，-ive…的]有关营养的，有营养的
innutrition        [in-无，不，见上]营养不良，缺乏营养
innutritious       [见上，-tious…的]营养不良的，缺乏营养的
malnutrition      [mal-恶，不良，nutrition营养]营养不良
",root
205.orn装饰,"adorn           [ad-加强意义，orn装饰]装饰，打扮，使生色
adornment       [见上，-ment名词后缀]装饰，装饰品
ornate           [orn装饰，-ate形容词后缀，…的]装饰华丽的，过分装饰的
The frames on the pictures are ornate with flowers and fruit painted in gold.照片的相框用金黄色的花朵和水果装饰得非常华丽。
ornament        [orn装饰，-a-，-ment名词后缀，表示物]装饰物，装饰品
The flowers were put on the table for ornament. 花放在桌子上做装饰用。
ornamental      [见上，-al…的]装饰的，作装饰用的;装饰品
The stream was dammed up to form ornamental lakes. 溪流用水坝拦挡起来,形成了装饰性的湖泊。
ornamentalist     [见上，-ist表示人]装饰家
ornamentation    [见上，-ation名词后缀]装饰，修饰，装饰术，装饰品
suborn          [sub-下，底下→暗地里，秘密地，orn装饰→装备→供给;’秘密地供给财物”]贿赂，唆使
He was charged with conspiracy to suborn witnesses. 他被指控阴谋收买证人作伪证。
subornation      [见上，-ation名词后缀]贿赂，唆使
suborner         [见上，-er者]唆使者
inornate          [in-不，orn装饰，-ate…的]不加修饰的，朴素的
",root
206.par生，产,"parent           [par生，生养，-ent名词后缀，表示人;’生养子女的人”，’生育者”]父亲，母亲[复数]双亲，父母
parental          [见上，-al…的]父母的
Children always revolt against parental disciplines. 孩子们总是反抗父母的管束。
parentage        [见上，-age抽象名词后缀]出身，家系，门第
primipara         [prim初，-i-，par产，-a，名词后缀]初产妇
primiparous       [prim初，-i-，par产，-ous…的]初产的
primiparity        [prim初，-i-，par产，-ity名词后缀]初产
multiparous       [multi-多，par产，-ous…的]多产的，一产多胎的
biparous          [bi-双，两个，par生，-ous…的]双生的，一产双胎的
fissiparous        [fissi裂，par生殖，繁殖，-ous…的](生物)分裂生殖的，分体繁殖的
",root
207.parl说，谈,"parlo(u)r          [parl说，谈，-our名词后缀;’谈话”的地方]会客室，客厅，私人谈话室
parley           [parl说，谈→谈判]会谈，谈判
parliament       [parl说，谈→议论→商议商谈→会议，-ia-，-ment名词后缀]议会，国会
Several new laws have been passed in the present parliament.几项新法律已在本届议会上获得通过。
parliamentary    [见上，-ary形容词后缀，…的]议会的，国会的，议会政治的
They will bring in a parliamentary bill. 他们将提出一项国会提案。
parliamentarian   [见上，-arian表示人]国会议员，议会法规专家，议会中的雄辩家
parliamentarism   [见上，-ism表示主义，制度]议会主义，议会制度
parlance          [parl说，-ance名词后缀]说法，用语，发言，讲话
",root
208.past喂，食,"pasture           [past喂，食，-ure表示行为，事物;’喂牛.羊”，’牛羊吃草”]放牧，牧场;[转为动词](牛.羊)吃草，放(牛.羊)吃草
Horses are grazing in the pasture. 马儿正在牧场上吃草。
pasturage         [见上，-age表示行为]放牧;[-age表示场所]牧场
pastureland       [见上，land场地]牧场
depasture         [de-加强意义，pasture放牧]放牧，放养，(牛.羊)吃草
pastor            [past喂，-or表示人;’喂牛.羊的人”]牧人，牧羊人;(基督教的)牧师
pastoral           [见上，-al…的]牧(羊)人的，牧人生活方式的，畜牧的[转为]乡村的，田园诗的
pastoralist         [见上，-ist者]放牧者，畜牧者，田园诗的作者
pastoralism        [见上，-ism表示行为，风格等]畜牧，田园作品的风格
repast            [re-加强意义，past食]餐，饮食，就餐，设宴
paste             [past食，吃;一种食物](做点心用)加油脂的面团，面糊，糊状物，浆糊
Please paste these sheets of paper together. 请将这几张纸粘在一起。
",root
209.paht(o)，pathy疾病，疗法,"pathology         [patho病，-logy…学]病理学
pathologist        [patho病，-logist…学者]病理学者
pathological       [patho病，-logical…学的]病理学的
pathogeny        [patho病，gen发生，-y名词后缀]致病原因
pathogenetic      [见上，-etic形容词后缀]发病的，致病的，病原的
zoopathology      [zoo动物，pathology病理学]动物病理学
neuropathy       [neuro神经，pathy病]神经病
neuropathist      [见上，-ist者]神经病学者，神经病医生
dermatopathy     [dermatl皮肤，pathy病]皮肤病
psychopathy      [psycho心理，精神，pathy病]心理病态，精神变态
electropathy       [electro电，pathy疗法]电疗法
hydropathy        [hydro水，pathy疗法]水疗法
",root
210.patr(i)父，祖,"patriarch          [patri父，祖，arch首脑，长]家长，族长
Each family of gorillas is led by a great silverbacked patriarch.每个大星星家族都由一个魁梧的.长着银色被毛的族长带领着。
patriarchal        [见上，-al…的]家长的，族长的，家长似的
patriarchy         [见上，-y名词后缀]父权制，父权制社会
patrimony         [patri父，祖，-mony名词后缀]祖传的财物，遗产
patriot            [patri祖→祖国，-ot名词后缀，表示人]爱祖国者，爱国主义者
He was represented as a true patriot. 他被描绘成真正的爱国主义者。
patriotic          [见上，-otic形容词后缀，…的]爱国的
His speech was full of patriotic sentiments. 他的演说充满了爱国之情。
patriotism        [见上，-ism主义]爱国主义，爱国心
They showed patriotism to their country. 他们表达了他们的爱国之心。
unpatriotic        [un-不，见上]不爱国的
compatriot        [com-同，patri祖→祖国，-ot表示人]同国人，同胞，同国的
He believes that he and his compatriot student are the future leader.他相信他和他同国的学生是未来的领袖。
expatriate        [ex-外，出外，patri祖→祖国，-ate动词兼名词后缀]把…逐出国外，移居国外，被逐出国外者
The writer, an expatriate living in Singapore, has studied and worked in the US.作者曾在美国读书和工作，目前旅居新加坡。
expatriation      [见上，-ation名词后缀]逐出国外
repatriate        [re-回，patri祖→祖国，-ate动词兼名词后缀]把…遣返回国，回国;遣返回国者
repatriation     [见上，-ation名词后缀]遣返回国
patron          [patr父-on名词后缀，表示人;’具有家长职责(或身份.权限等)的人”]庇护人，保护人
The student wants to find a wealthy patron in America.那学生想在美国找一个富有的赞助人。
patronage       [见上，-age表身份]保护人的身份
patronize       [见上，-ize动词后缀]保护，庇护
patronymic      [patr父，onym名，-ic…的]来源于父名(或祖先名)的(姓)
",root
211.ped①脚，足,"expedition      [ex-出外，ped足→行走，-ition名词后缀;’出行”→远行]远征，远征队
The scientists will go on an expedition to the South Pole. 这些科学家们将要去南极考察。
expeditionist    [见上，-ist者]远征者
pedal          [ped足，-al形容词后缀，…的]足的，脚的，脚蹬
He pressed down the accelerator pedal of his car. 他踩下汽车的加速器踏板。
pediform        [ped足，-i-，-form如…形状的]足状的
pedicure        [ped足，-i-，cure医治]脚病治疗，脚病医生，足医
biped          [bi-两个，ped足]两足的，两足动物
quadruped      [quadru-四，ped足]四足的，四足动物
centipede       [centi-百，ped足;’百足”虫]蜈蚣
multiped        [multi-多，ped足]多足的，多足动物
uniped          [uni单，独，ped足]独脚的，独腿的
soliped         [soli单，独，ped足]独脚的，独腿的
impede         [im-入，入内，ped脚;’插入一脚”→制造阻碍→阻挡]阻止，妨碍，阻碍
He was impeded in his work. 他的工作受阻。
impediment     [见上，-i-，-ment名词后缀]妨碍，阻碍，障碍物
impedimental    [见上，-al…的]妨碍的，阻碍的
pedestrian       [ped足→行走，步行]步行的，徒步的，步行者，行人
The pedestrian stopped at the curbside. 那个行人停在路边。
pedestrianize    [见上，-ize动词后缀]徒步，旅行，步行
",root
212.ped②儿童，小孩,"pedagogy       [ped儿童，agog引导，-y名词后缀;’引导儿童的方法”→教育儿童的方法]教育学，教学法
pedagogic       [见上，-ic…的]教学法的，教师的
pedagogics      [见上，-ics学]教育学，教学法
pedant          [ped儿童，-ant表示人;’教儿童的人”]迂腐的教师，学究，卖弄学问的人
pedantry        [见上，-ry抽象名词后缀]自夸有学问，卖弄学问，迂腐
pedantocracy    [pedant学究，书生，-o-，连接字母，cracy统治→政治]书生政治，腐儒政治
pedology        [ped儿童，-o-，-logy…学]儿科学
pedologist       [见上，-logist…学者]儿科专家
pediatric        [ped儿童，iatric医学的，医疗的，医生的]儿科学的，小儿科的(亦作paediatric)
pediatrics       [见上，-ics…学]儿科学，小儿科(亦作paediatrics)
pediatrician     [见上，-ician表示人]儿科医师，儿科专家(亦作paediatrician)
pediatrist       [见上，-ist表示人]儿科医师，儿科专家(亦作paediatrist)
",root
213.petr(o)石,"petroleum       [petr石，ol(e)没，-um名词后缀]石油
They refined crude oil into various petroleum products. 他们将原油提炼成各种石油产品。
petrolic         [petr石，ol(e)油，-ic…的]石油的
petroliferous     [petr石，-ol(e)油，-i-，fer具有，-ous…的]含石油的，产石油的
petrolize        [petrol石油，-ize动词后缀]用石油处理
petrify           [petri石，-fy使…化]使石化
The poor child was petrified with fear. 这可怜的孩子被吓呆了。
petrification      [petri石，-fication名词后缀，化]石化作用
petrochemistry    [petro石→石油chemistry化学]石油化学
petrous          [petr石，-ous…的]岩石(似)的，硬的
",root
214.phag吃,"anthropophagous  [anthropo人，phag吃，-ous…的]食人肉的
anthropophagy    [见上，-y名词后缀]食人肉的习性
dysphagia        [dys-困难，不良，phag吃，咽，-ia名词后缀]咽下困难
zoophagous      [zoo动物，phag吃，-ous…的]吃动物的，肉食的
phyllophagous    [phyllo叶，phag吃，-ous…的]食叶的，以叶为食的
phytophagous     [phyto植物，phag吃，-ous…的]食植物的
polyphagous      [poly-多，phag吃，-ous…的]多食性的，杂食的
",root
